t_s,theta_ref_graus,I_loop_mA,V_RL_V
3.784,1362.24,10.0577128,2.5144282
3.785,1362.6,10.0593154,2.51482884
3.786,1362.96,10.0609179,2.51522948
3.787,1363.32,10.0625205,2.51563012
3.788,1363.68,10.064123,2.51603076
3.789,1364.04,10.0657256,2.5164314
3.79,1364.4,10.0673282,2.51683204
3.791,1364.76,10.0689307,2.51723268
3.792,1365.12,10.0705333,2.51763333
3.793,1365.48,10.0721359,2.51803397
3.794,1365.84,10.0737384,2.51843461
3.795,1366.2,10.075341,2.51883525
3.796,1366.56,10.0769436,2.51923589
3.797,1366.92,10.0785461,2.51963653
3.798,1367.28,10.0801487,2.52003717
3.799,1367.64,10.0817512,2.52043781
3.8,1368,10.0833538,2.52083845
3.801,1368.36,10.0849564,2.52123909
3.802,1368.72,10.0865589,2.52163974
3.803,1369.08,10.0881615,2.52204038
3.804,1369.44,10.0897641,2.52244102
3.805,1369.8,10.0913666,2.52284166
3.806,1370.16,10.0929692,2.5232423
3.807,1370.52,10.0945718,2.52364294
3.808,1370.88,10.0961743,2.52404358
3.809,1371.24,10.0977769,2.52444422
3.81,1371.6,10.0993795,2.52484486
3.811,1371.96,10.100982,2.5252455
3.812,1372.32,10.1025846,2.52564615
3.813,1372.68,10.1041871,2.52604679
3.814,1373.04,10.1057897,2.52644743
3.815,1373.4,10.1073923,2.52684807
3.816,1373.76,10.1089948,2.52724871
3.817,1374.12,10.1105974,2.52764935
3.818,1374.48,10.1122,2.52804999
3.819,1374.84,10.1138025,2.52845063
3.82,1375.2,10.1154051,2.52885127
3.821,1375.56,10.1170077,2.52925191
3.822,1375.92,10.1186102,2.52965256
3.823,1376.28,10.1202128,2.5300532
3.824,1376.64,10.1218154,2.53045384
3.825,1377,10.1234179,2.53085448
3.826,1377.36,10.1250205,2.53125512
3.827,1377.72,10.126623,2.53165576
3.828,1378.08,10.1282256,2.5320564
3.829,1378.44,10.1298282,2.53245704
3.83,1378.8,10.1314307,2.53285768
3.831,1379.16,10.1330333,2.53325833
3.832,1379.52,10.1346359,2.53365897
3.833,1379.88,10.1362384,2.53405961
3.834,1380.24,10.137841,2.53446025
3.835,1380.6,10.1394436,2.53486089
3.836,1380.96,10.1410461,2.53526153
3.837,1381.32,10.1426487,2.53566217
3.838,1381.68,10.1442512,2.53606281
3.839,1382.04,10.1458538,2.53646345
3.84,1382.4,10.1474564,2.53686409
3.841,1382.76,10.1490589,2.53726474
3.842,1383.12,10.1506615,2.53766538
3.843,1383.48,10.1522641,2.53806602
3.844,1383.84,10.1538666,2.53846666
3.845,1384.2,10.1554692,2.5388673
3.846,1384.56,10.1570718,2.53926794
3.847,1384.92,10.1586743,2.53966858
3.848,1385.28,10.1602769,2.54006922
3.849,1385.64,10.1618795,2.54046986
3.85,1386,10.163482,2.5408705
3.851,1386.36,10.1650846,2.54127115
3.852,1386.72,10.1666871,2.54167179
3.853,1387.08,10.1682897,2.54207243
3.854,1387.44,10.1698923,2.54247307
3.855,1387.8,10.1714948,2.54287371
3.856,1388.16,10.1730974,2.54327435
3.857,1388.52,10.1747,2.54367499
3.858,1388.88,10.1763025,2.54407563
3.859,1389.24,10.1779051,2.54447627
3.86,1389.6,10.1795077,2.54487691
3.861,1389.96,10.1811102,2.54527756
3.862,1390.32,10.1827128,2.5456782
3.863,1390.68,10.1843154,2.54607884
3.864,1391.04,10.1859179,2.54647948
3.865,1391.4,10.1875205,2.54688012
3.866,1391.76,10.189123,2.54728076
3.867,1392.12,10.1907256,2.5476814
3.868,1392.48,10.1923282,2.54808204
3.869,1392.84,10.1939307,2.54848268
3.87,1393.2,10.1955333,2.54888333
3.871,1393.56,10.1971359,2.54928397
3.872,1393.92,10.1987384,2.54968461
3.873,1394.28,10.200341,2.55008525
3.874,1394.64,10.2019436,2.55048589
3.875,1395,10.2035461,2.55088653
3.876,1395.36,10.2051487,2.55128717
3.877,1395.72,10.2067512,2.55168781
3.878,1396.08,10.2083538,2.55208845
3.879,1396.44,10.2099564,2.55248909
3.88,1396.8,10.2115589,2.55288974
3.881,1397.16,10.2131615,2.55329038
3.882,1397.52,10.2147641,2.55369102
3.883,1397.88,10.2163666,2.55409166
3.884,1398.24,10.2179692,2.5544923
3.885,1398.6,10.2195718,2.55489294
3.886,1398.96,10.2211743,2.55529358
3.887,1399.32,10.2227769,2.55569422
3.888,1399.68,10.2243795,2.55609486
3.889,1400.04,10.225982,2.5564955
3.89,1400.4,10.2275846,2.55689615
3.891,1400.76,10.2291871,2.55729679
3.892,1401.12,10.2307897,2.55769743
3.893,1401.48,10.2323923,2.55809807
3.894,1401.84,10.2339948,2.55849871
3.895,1402.2,10.2355974,2.55889935
3.896,1402.56,10.2372,2.55929999
3.897,1402.92,10.2388025,2.55970063
3.898,1403.28,10.2404051,2.56010127
3.899,1403.64,10.2420077,2.56050191
3.9,1404,10.2436102,2.56090256
3.901,1404.36,10.2452128,2.5613032
3.902,1404.72,10.2468154,2.56170384
3.903,1405.08,10.2484179,2.56210448
3.904,1405.44,10.2500205,2.56250512
3.905,1405.8,10.251623,2.56290576
3.906,1406.16,10.2532256,2.5633064
3.907,1406.52,10.2548282,2.56370704
3.908,1406.88,10.2564307,2.56410768
3.909,1407.24,10.2580333,2.56450833
3.91,1407.6,10.2596359,2.56490897
3.911,1407.96,10.2612384,2.56530961
3.912,1408.32,10.262841,2.56571025
3.913,1408.68,10.2644436,2.56611089
3.914,1409.04,10.2660461,2.56651153
3.915,1409.4,10.2676487,2.56691217
3.916,1409.76,10.2692512,2.56731281
3.917,1410.12,10.2708538,2.56771345
3.918,1410.48,10.2724564,2.56811409
3.919,1410.84,10.2740589,2.56851474
3.92,1411.2,10.2756615,2.56891538
3.921,1411.56,10.2772641,2.56931602
3.922,1411.92,10.2788666,2.56971666
3.923,1412.28,10.2804692,2.5701173
3.924,1412.64,10.2820718,2.57051794
3.925,1413,10.2836743,2.57091858
3.926,1413.36,10.2852769,2.57131922
3.927,1413.72,10.2868795,2.57171986
3.928,1414.08,10.288482,2.5721205
3.929,1414.44,10.2900846,2.57252115
3.93,1414.8,10.2916871,2.57292179
3.931,1415.16,10.2932897,2.57332243
3.932,1415.52,10.2948923,2.57372307
3.933,1415.88,10.2964948,2.57412371
3.934,1416.24,10.2980974,2.57452435
3.935,1416.6,10.2997,2.57492499
3.936,1416.96,10.3013025,2.57532563
3.937,1417.32,10.3029051,2.57572627
3.938,1417.68,10.3045077,2.57612691
3.939,1418.04,10.3061102,2.57652756
3.94,1418.4,10.3077128,2.5769282
3.941,1418.76,10.3093154,2.57732884
3.942,1419.12,10.3109179,2.57772948
3.943,1419.48,10.3125205,2.57813012
3.944,1419.84,10.314123,2.57853076
3.945,1420.2,10.3157256,2.5789314
3.946,1420.56,10.3173282,2.57933204
3.947,1420.92,10.3189307,2.57973268
3.948,1421.28,10.3205333,2.58013333
3.949,1421.64,10.3221359,2.58053397
3.95,1422,10.3237384,2.58093461
3.951,1422.36,10.325341,2.58133525
3.952,1422.72,10.3269436,2.58173589
3.953,1423.08,10.3285461,2.58213653
3.954,1423.44,10.3301487,2.58253717
3.955,1423.8,10.3317512,2.58293781
3.956,1424.16,10.3333538,2.58333845
3.957,1424.52,10.3349564,2.58373909
3.958,1424.88,10.3365589,2.58413974
3.959,1425.24,10.3381615,2.58454038
3.96,1425.6,10.3397641,2.58494102
3.961,1425.96,10.3413666,2.58534166
3.962,1426.32,10.3429692,2.5857423
3.963,1426.68,10.3445718,2.58614294
3.964,1427.04,10.3461743,2.58654358
3.965,1427.4,10.3477769,2.58694422
3.966,1427.76,10.3493795,2.58734486
3.967,1428.12,10.350982,2.5877455
3.968,1428.48,10.3525846,2.58814615
3.969,1428.84,10.3541871,2.58854679
3.97,1429.2,10.3557897,2.58894743
3.971,1429.56,10.3573923,2.58934807
3.972,1429.92,10.3589948,2.58974871
3.973,1430.28,10.3605974,2.59014935
3.974,1430.64,10.3622,2.59054999
3.975,1431,10.3638025,2.59095063
3.976,1431.36,10.3654051,2.59135127
3.977,1431.72,10.3670077,2.59175191
3.978,1432.08,10.3686102,2.59215256
3.979,1432.44,10.3702128,2.5925532
3.98,1432.8,10.3718154,2.59295384
3.981,1433.16,10.3734179,2.59335448
3.982,1433.52,10.3750205,2.59375512
3.983,1433.88,10.376623,2.59415576
3.984,1434.24,10.3782256,2.5945564
3.985,1434.6,10.3798282,2.59495704
3.986,1434.96,10.3814307,2.59535768
3.987,1435.32,10.3830333,2.59575833
3.988,1435.68,10.3846359,2.59615897
3.989,1436.04,10.3862384,2.59655961
3.99,1436.4,10.387841,2.59696025
3.991,1436.76,10.3894436,2.59736089
3.992,1437.12,10.3910461,2.59776153
3.993,1437.48,10.3926487,2.59816217
3.994,1437.84,10.3942512,2.59856281
3.995,1438.2,10.3958538,2.59896345
3.996,1438.56,10.3974564,2.59936409
3.997,1438.92,10.3990589,2.59976474
3.998,1439.28,10.4006615,2.60016538
3.999,1439.64,10.4022641,2.60056602
4,1440,10.4038666,2.60096666
4.001,1440.36,10.4054692,2.6013673
4.002,1440.72,10.4070718,2.60176794
4.003,1441.08,10.4086743,2.60216858
4.004,1441.44,10.4102769,2.60256922
4.005,1441.8,10.4118795,2.60296986
4.006,1442.16,10.413482,2.6033705
4.007,1442.52,10.4150846,2.60377115
4.008,1442.88,10.4166871,2.60417179
4.009,1443.24,10.4182897,2.60457243
4.01,1443.6,10.4198923,2.60497307
4.011,1443.96,10.4214948,2.60537371
4.012,1444.32,10.4230974,2.60577435
4.013,1444.68,10.4247,2.60617499
4.014,1445.04,10.4263025,2.60657563
4.015,1445.4,10.4279051,2.60697627
4.016,1445.76,10.4295077,2.60737691
4.017,1446.12,10.4311102,2.60777756
4.018,1446.48,10.4327128,2.6081782
4.019,1446.84,10.4343154,2.60857884
4.02,1447.2,10.4359179,2.60897948
4.021,1447.56,10.4375205,2.60938012
4.022,1447.92,10.439123,2.60978076
4.023,1448.28,10.4407256,2.6101814
4.024,1448.64,10.4423282,2.61058204
4.025,1449,10.4439307,2.61098268
4.026,1449.36,10.4455333,2.61138333
4.027,1449.72,10.4471359,2.61178397
4.028,1450.08,10.4487384,2.61218461
4.029,1450.44,10.450341,2.61258525
4.03,1450.8,10.4519436,2.61298589
4.031,1451.16,10.4535461,2.61338653
4.032,1451.52,10.4551487,2.61378717
4.033,1451.88,10.4567512,2.61418781
4.034,1452.24,10.4583538,2.61458845
4.035,1452.6,10.4599564,2.61498909
4.036,1452.96,10.4615589,2.61538974
4.037,1453.32,10.4631615,2.61579038
4.038,1453.68,10.4647641,2.61619102
4.039,1454.04,10.4663666,2.61659166
4.04,1454.4,10.4679692,2.6169923
4.041,1454.76,10.4695718,2.61739294
4.042,1455.12,10.4711743,2.61779358
4.043,1455.48,10.4727769,2.61819422
4.044,1455.84,10.4743795,2.61859486
4.045,1456.2,10.475982,2.6189955
4.046,1456.56,10.4775846,2.61939615
4.047,1456.92,10.4791871,2.61979679
4.048,1457.28,10.4807897,2.62019743
4.049,1457.64,10.4823923,2.62059807
4.05,1458,10.4839948,2.62099871
4.051,1458.36,10.4855974,2.62139935
4.052,1458.72,10.4872,2.62179999
4.053,1459.08,10.4888025,2.62220063
4.054,1459.44,10.4904051,2.62260127
4.055,1459.8,10.4920077,2.62300191
4.056,1460.16,10.4936102,2.62340256
4.057,1460.52,10.4952128,2.6238032
4.058,1460.88,10.4968154,2.62420384
4.059,1461.24,10.4984179,2.62460448
4.06,1461.6,10.5000205,2.62500512
4.061,1461.96,10.501623,2.62540576
4.062,1462.32,10.5032256,2.6258064
4.063,1462.68,10.5048282,2.62620704
4.064,1463.04,10.5064307,2.62660768
4.065,1463.4,10.5080333,2.62700833
4.066,1463.76,10.5096359,2.62740897
4.067,1464.12,10.5112384,2.62780961
4.068,1464.48,10.512841,2.62821025
4.069,1464.84,10.5144436,2.62861089
4.07,1465.2,10.5160461,2.62901153
4.071,1465.56,10.5176487,2.62941217
4.072,1465.92,10.5192512,2.62981281
4.073,1466.28,10.5208538,2.63021345
4.074,1466.64,10.5224564,2.63061409
4.075,1467,10.5240589,2.63101474
4.076,1467.36,10.5256615,2.63141538
4.077,1467.72,10.5272641,2.63181602
4.078,1468.08,10.5288666,2.63221666
4.079,1468.44,10.5304692,2.6326173
4.08,1468.8,10.5320718,2.63301794
4.081,1469.16,10.5336743,2.63341858
4.082,1469.52,10.5352769,2.63381922
4.083,1469.88,10.5368795,2.63421986
4.084,1470.24,10.538482,2.6346205
4.085,1470.6,10.5400846,2.63502115
4.086,1470.96,10.5416871,2.63542179
4.087,1471.32,10.5432897,2.63582243
4.088,1471.68,10.5448923,2.63622307
4.089,1472.04,10.5464948,2.63662371
4.09,1472.4,10.5480974,2.63702435
4.091,1472.76,10.5497,2.63742499
4.092,1473.12,10.5513025,2.63782563
4.093,1473.48,10.5529051,2.63822627
4.094,1473.84,10.5545077,2.63862691
4.095,1474.2,10.5561102,2.63902756
4.096,1474.56,10.5577128,2.6394282
4.097,1474.92,10.5593154,2.63982884
4.098,1475.28,10.5609179,2.64022948
4.099,1475.64,10.5625205,2.64063012
4.1,1476,10.564123,2.64103076
4.101,1476.36,10.5657256,2.6414314
4.102,1476.72,10.5673282,2.64183204
4.103,1477.08,10.5689307,2.64223268
4.104,1477.44,10.5705333,2.64263333
4.105,1477.8,10.5721359,2.64303397
4.106,1478.16,10.5737384,2.64343461
4.107,1478.52,10.575341,2.64383525
4.108,1478.88,10.5769436,2.64423589
4.109,1479.24,10.5785461,2.64463653
4.11,1479.6,10.5801487,2.64503717
4.111,1479.96,10.5817512,2.64543781
4.112,1480.32,10.5833538,2.64583845
4.113,1480.68,10.5849564,2.64623909
4.114,1481.04,10.5865589,2.64663974
4.115,1481.4,10.5881615,2.64704038
4.116,1481.76,10.5897641,2.64744102
4.117,1482.12,10.5913666,2.64784166
4.118,1482.48,10.5929692,2.6482423
4.119,1482.84,10.5945718,2.64864294
4.12,1483.2,10.5961743,2.64904358
4.121,1483.56,10.5977769,2.64944422
4.122,1483.92,10.5993795,2.64984486
4.123,1484.28,10.600982,2.6502455
4.124,1484.64,10.6025846,2.65064615
4.125,1485,10.6041871,2.65104679
4.126,1485.36,10.6057897,2.65144743
4.127,1485.72,10.6073923,2.65184807
4.128,1486.08,10.6089948,2.65224871
4.129,1486.44,10.6105974,2.65264935
4.13,1486.8,10.6122,2.65304999
4.131,1487.16,10.6138025,2.65345063
4.132,1487.52,10.6154051,2.65385127
4.133,1487.88,10.6170077,2.65425191
4.134,1488.24,10.6186102,2.65465256
4.135,1488.6,10.6202128,2.6550532
4.136,1488.96,10.6218154,2.65545384
4.137,1489.32,10.6234179,2.65585448
4.138,1489.68,10.6250205,2.65625512
4.139,1490.04,10.626623,2.65665576
4.14,1490.4,10.6282256,2.6570564
4.141,1490.76,10.6298282,2.65745704
4.142,1491.12,10.6314307,2.65785768
4.143,1491.48,10.6330333,2.65825833
4.144,1491.84,10.6346359,2.65865897
4.145,1492.2,10.6362384,2.65905961
4.146,1492.56,10.637841,2.65946025
4.147,1492.92,10.6394436,2.65986089
4.148,1493.28,10.6410461,2.66026153
4.149,1493.64,10.6426487,2.66066217
4.15,1494,10.6442512,2.66106281
4.151,1494.36,10.6458538,2.66146345
4.152,1494.72,10.6474564,2.66186409
4.153,1495.08,10.6490589,2.66226474
4.154,1495.44,10.6506615,2.66266538
4.155,1495.8,10.6522641,2.66306602
4.156,1496.16,10.6538666,2.66346666
4.157,1496.52,10.6554692,2.6638673
4.158,1496.88,10.6570718,2.66426794
4.159,1497.24,10.6586743,2.66466858
4.16,1497.6,10.6602769,2.66506922
4.161,1497.96,10.6618795,2.66546986
4.162,1498.32,10.663482,2.6658705
4.163,1498.68,10.6650846,2.66627115
4.164,1499.04,10.6666871,2.66667179
4.165,1499.4,10.6682897,2.66707243
4.166,1499.76,10.6698923,2.66747307
4.167,1500.12,10.6714948,2.66787371
4.168,1500.48,10.6730974,2.66827435
4.169,1500.84,10.6747,2.66867499
4.17,1501.2,10.6763025,2.66907563
4.171,1501.56,10.6779051,2.66947627
4.172,1501.92,10.6795077,2.66987691
4.173,1502.28,10.6811102,2.67027756
4.174,1502.64,10.6827128,2.6706782
4.175,1503,10.6843154,2.67107884
4.176,1503.36,10.6859179,2.67147948
4.177,1503.72,10.6875205,2.67188012
4.178,1504.08,10.689123,2.67228076
4.179,1504.44,10.6907256,2.6726814
4.18,1504.8,10.6923282,2.67308204
4.181,1505.16,10.6939307,2.67348268
4.182,1505.52,10.6955333,2.67388333
4.183,1505.88,10.6971359,2.67428397
4.184,1506.24,10.6987384,2.67468461
4.185,1506.6,10.700341,2.67508525
4.186,1506.96,10.7019436,2.67548589
4.187,1507.32,10.7035461,2.67588653
4.188,1507.68,10.7051487,2.67628717
4.189,1508.04,10.7067512,2.67668781
4.19,1508.4,10.7083538,2.67708845
4.191,1508.76,10.7099564,2.67748909
4.192,1509.12,10.7115589,2.67788974
4.193,1509.48,10.7131615,2.67829038
4.194,1509.84,10.7147641,2.67869102
4.195,1510.2,10.7163666,2.67909166
4.196,1510.56,10.7179692,2.6794923
4.197,1510.92,10.7195718,2.67989294
4.198,1511.28,10.7211743,2.68029358
4.199,1511.64,10.7227769,2.68069422
4.2,1512,10.7243795,2.68109486
4.201,1512.36,10.725982,2.6814955
4.202,1512.72,10.7275846,2.68189615
4.203,1513.08,10.7291871,2.68229679
4.204,1513.44,10.7307897,2.68269743
4.205,1513.8,10.7323923,2.68309807
4.206,1514.16,10.7339948,2.68349871
4.207,1514.52,10.7355974,2.68389935
4.208,1514.88,10.7372,2.68429999
4.209,1515.24,10.7388025,2.68470063
4.21,1515.6,10.7404051,2.68510127
4.211,1515.96,10.7420077,2.68550191
4.212,1516.32,10.7436102,2.68590256
4.213,1516.68,10.7452128,2.6863032
4.214,1517.04,10.7468154,2.68670384
4.215,1517.4,10.7484179,2.68710448
4.216,1517.76,10.7500205,2.68750512
4.217,1518.12,10.751623,2.68790576
4.218,1518.48,10.7532256,2.6883064
4.219,1518.84,10.7548282,2.68870704
4.22,1519.2,10.7564307,2.68910768
4.221,1519.56,10.7580333,2.68950833
4.222,1519.92,10.7596359,2.68990897
4.223,1520.28,10.7612384,2.69030961
4.224,1520.64,10.762841,2.69071025
4.225,1521,10.7644436,2.69111089
4.226,1521.36,10.7660461,2.69151153
4.227,1521.72,10.7676487,2.69191217
4.228,1522.08,10.7692512,2.69231281
4.229,1522.44,10.7708538,2.69271345
4.23,1522.8,10.7724564,2.69311409
4.231,1523.16,10.7740589,2.69351474
4.232,1523.52,10.7756615,2.69391538
4.233,1523.88,10.7772641,2.69431602
4.234,1524.24,10.7788666,2.69471666
4.235,1524.6,10.7804692,2.6951173
4.236,1524.96,10.7820718,2.69551794
4.237,1525.32,10.7836743,2.69591858
4.238,1525.68,10.7852769,2.69631922
4.239,1526.04,10.7868795,2.69671986
4.24,1526.4,10.788482,2.6971205
4.241,1526.76,10.7900846,2.69752115
4.242,1527.12,10.7916871,2.69792179
4.243,1527.48,10.7932897,2.69832243
4.244,1527.84,10.7948923,2.69872307
4.245,1528.2,10.7964948,2.69912371
4.246,1528.56,10.7980974,2.69952435
4.247,1528.92,10.7997,2.69992499
4.248,1529.28,10.8013025,2.70032563
4.249,1529.64,10.8029051,2.70072627
4.25,1530,10.8045077,2.70112691
4.251,1530.36,10.8061102,2.70152756
4.252,1530.72,10.8077128,2.7019282
4.253,1531.08,10.8093154,2.70232884
4.254,1531.44,10.8109179,2.70272948
4.255,1531.8,10.8125205,2.70313012
4.256,1532.16,10.814123,2.70353076
4.257,1532.52,10.8157256,2.7039314
4.258,1532.88,10.8173282,2.70433204
4.259,1533.24,10.8189307,2.70473268
4.26,1533.6,10.8205333,2.70513333
4.261,1533.96,10.8221359,2.70553397
4.262,1534.32,10.8237384,2.70593461
4.263,1534.68,10.825341,2.70633525
4.264,1535.04,10.8269436,2.70673589
4.265,1535.4,10.8285461,2.70713653
4.266,1535.76,10.8301487,2.70753717
4.267,1536.12,10.8317512,2.70793781
4.268,1536.48,10.8333538,2.70833845
4.269,1536.84,10.8349564,2.70873909
4.27,1537.2,10.8365589,2.70913974
4.271,1537.56,10.8381615,2.70954038
4.272,1537.92,10.8397641,2.70994102
4.273,1538.28,10.8413666,2.71034166
4.274,1538.64,10.8429692,2.7107423
4.275,1539,10.8445718,2.71114294
4.276,1539.36,10.8461743,2.71154358
4.277,1539.72,10.8477769,2.71194422
4.278,1540.08,10.8493795,2.71234486
4.279,1540.44,10.850982,2.7127455
4.28,1540.8,10.8525846,2.71314615
4.281,1541.16,10.8541871,2.71354679
4.282,1541.52,10.8557897,2.71394743
4.283,1541.88,10.8573923,2.71434807
4.284,1542.24,10.8589948,2.71474871
4.285,1542.6,10.8605974,2.71514935
4.286,1542.96,10.8622,2.71554999
4.287,1543.32,10.8638025,2.71595063
4.288,1543.68,10.8654051,2.71635127
4.289,1544.04,10.8670077,2.71675191
4.29,1544.4,10.8686102,2.71715256
4.291,1544.76,10.8702128,2.7175532
4.292,1545.12,10.8718154,2.71795384
4.293,1545.48,10.8734179,2.71835448
4.294,1545.84,10.8750205,2.71875512
4.295,1546.2,10.876623,2.71915576
4.296,1546.56,10.8782256,2.7195564
4.297,1546.92,10.8798282,2.71995704
4.298,1547.28,10.8814307,2.72035768
4.299,1547.64,10.8830333,2.72075833
4.3,1548,10.8846359,2.72115897
4.301,1548.36,10.8862384,2.72155961
4.302,1548.72,10.887841,2.72196025
4.303,1549.08,10.8894436,2.72236089
4.304,1549.44,10.8910461,2.72276153
4.305,1549.8,10.8926487,2.72316217
4.306,1550.16,10.8942512,2.72356281
4.307,1550.52,10.8958538,2.72396345
4.308,1550.88,10.8974564,2.72436409
4.309,1551.24,10.8990589,2.72476474
4.31,1551.6,10.9006615,2.72516538
4.311,1551.96,10.9022641,2.72556602
4.312,1552.32,10.9038666,2.72596666
4.313,1552.68,10.9054692,2.7263673
4.314,1553.04,10.9070718,2.72676794
4.315,1553.4,10.9086743,2.72716858
4.316,1553.76,10.9102769,2.72756922
4.317,1554.12,10.9118795,2.72796986
4.318,1554.48,10.913482,2.7283705
4.319,1554.84,10.9150846,2.72877115
4.32,1555.2,10.9166871,2.72917179
4.321,1555.56,10.9182897,2.72957243
4.322,1555.92,10.9198923,2.72997307
4.323,1556.28,10.9214948,2.73037371
4.324,1556.64,10.9230974,2.73077435
4.325,1557,10.9247,2.73117499
4.326,1557.36,10.9263025,2.73157563
4.327,1557.72,10.9279051,2.73197627
4.328,1558.08,10.9295077,2.73237691
4.329,1558.44,10.9311102,2.73277756
4.33,1558.8,10.9327128,2.7331782
4.331,1559.16,10.9343154,2.73357884
4.332,1559.52,10.9359179,2.73397948
4.333,1559.88,10.9375205,2.73438012
4.334,1560.24,10.939123,2.73478076
4.335,1560.6,10.9407256,2.7351814
4.336,1560.96,10.9423282,2.73558204
4.337,1561.32,10.9439307,2.73598268
4.338,1561.68,10.9455333,2.73638333
4.339,1562.04,10.9471359,2.73678397
4.34,1562.4,10.9487384,2.73718461
4.341,1562.76,10.950341,2.73758525
4.342,1563.12,10.9519436,2.73798589
4.343,1563.48,10.9535461,2.73838653
4.344,1563.84,10.9551487,2.73878717
4.345,1564.2,10.9567512,2.73918781
4.346,1564.56,10.9583538,2.73958845
4.347,1564.92,10.9599564,2.73998909
4.348,1565.28,10.9615589,2.74038974
4.349,1565.64,10.9631615,2.74079038
4.35,1566,10.9647641,2.74119102
4.351,1566.36,10.9663666,2.74159166
4.352,1566.72,10.9679692,2.7419923
4.353,1567.08,10.9695718,2.74239294
4.354,1567.44,10.9711743,2.74279358
4.355,1567.8,10.9727769,2.74319422
4.356,1568.16,10.9743795,2.74359486
4.357,1568.52,10.975982,2.7439955
4.358,1568.88,10.9775846,2.74439615
4.359,1569.24,10.9791871,2.74479679
4.36,1569.6,10.9807897,2.74519743
4.361,1569.96,10.9823923,2.74559807
4.362,1570.32,10.9839948,2.74599871
4.363,1570.68,10.9855974,2.74639935
4.364,1571.04,10.9872,2.74679999
4.365,1571.4,10.9888025,2.74720063
4.366,1571.76,10.9904051,2.74760127
4.367,1572.12,10.9920077,2.74800191
4.368,1572.48,10.9936102,2.74840256
4.369,1572.84,10.9952128,2.7488032
4.37,1573.2,10.9968154,2.74920384
4.371,1573.56,10.9984179,2.74960448
4.372,1573.92,11.0000205,2.75000512
4.373,1574.28,11.001623,2.75040576
4.374,1574.64,11.0032256,2.7508064
4.375,1575,11.0048282,2.75120704
4.376,1575.36,11.0064307,2.75160768
4.377,1575.72,11.0080333,2.75200833
4.378,1576.08,11.0096359,2.75240897
4.379,1576.44,11.0112384,2.75280961
4.38,1576.8,11.012841,2.75321025
4.381,1577.16,11.0144436,2.75361089
4.382,1577.52,11.0160461,2.75401153
4.383,1577.88,11.0176487,2.75441217
4.384,1578.24,11.0192512,2.75481281
4.385,1578.6,11.0208538,2.75521345
4.386,1578.96,11.0224564,2.75561409
4.387,1579.32,11.0240589,2.75601474
